model,condition,file,category,n_paths,n_measured,n_unstable,any_default,any_up_to_two,n_validated
q9b,short32,beef_carpaccio_eval_033.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,beef_tartare_eval_024.jpg,remaining_score_constraints_incompatible,2,2,0,False,False,0
q9b,short32,beef_tartare_eval_042.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,beet_salad_eval_025.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,beet_salad_eval_033.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,beignets_eval_025.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,beignets_eval_038.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,caesar_salad_eval_037.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,caesar_salad_eval_044.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,cannoli_eval_026.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,cannoli_eval_032.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,ceviche_eval_025.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,ceviche_eval_030.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,clam_chowder_eval_028.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,clam_chowder_eval_036.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,club_sandwich_eval_027.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,club_sandwich_eval_028.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,crab_cakes_eval_026.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,crab_cakes_eval_044.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,creme_brulee_eval_028.jpg,at_least_one_name_reachable,2,2,0,False,True,1
q9b,short32,creme_brulee_eval_032.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,croque_madame_eval_025.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,croque_madame_eval_039.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,cup_cakes_eval_032.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,cup_cakes_eval_038.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,deviled_eggs_eval_044.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,deviled_eggs_eval_045.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,edamame_eval_028.jpg,at_least_one_name_reachable,2,2,0,True,True,1
q9b,short32,edamame_eval_041.jpg,at_least_one_name_reachable,2,2,0,True,True,1
q9b,short32,escargots_eval_040.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,escargots_eval_047.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,filet_mignon_eval_026.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,filet_mignon_eval_046.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,foie_gras_eval_029.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,foie_gras_eval_037.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,french_fries_eval_034.jpg,at_least_one_name_reachable,2,2,1,False,True,1
q9b,short32,french_fries_eval_042.jpg,remaining_score_constraints_incompatible,2,2,0,False,False,0
q9b,short32,fried_rice_eval_026.jpg,at_least_one_name_reachable,2,2,0,False,True,1
q9b,short32,fried_rice_eval_034.jpg,at_least_one_name_reachable,2,2,0,True,True,1
q9b,short32,frozen_yogurt_eval_033.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,frozen_yogurt_eval_038.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,gnocchi_eval_035.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,gnocchi_eval_037.jpg,at_least_one_name_reachable,2,2,0,True,True,1
q9b,short32,greek_salad_eval_032.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,greek_salad_eval_045.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,hamburger_eval_039.jpg,remaining_score_constraints_incompatible,2,2,0,False,False,0
q9b,short32,hamburger_eval_044.jpg,at_least_one_name_reachable,2,2,0,True,True,1
q9b,short32,hot_and_sour_soup_eval_032.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,hot_and_sour_soup_eval_041.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,hot_dog_eval_030.jpg,remaining_score_constraints_incompatible,2,2,0,False,False,0
q9b,short32,hot_dog_eval_040.jpg,at_least_one_name_reachable,2,2,0,True,True,1
q9b,short32,huevos_rancheros_eval_025.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,huevos_rancheros_eval_032.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,lobster_bisque_eval_025.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,lobster_bisque_eval_044.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,lobster_roll_sandwich_eval_029.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,lobster_roll_sandwich_eval_038.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,miso_soup_eval_033.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,miso_soup_eval_039.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,mussels_eval_028.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,mussels_eval_031.jpg,at_least_one_name_reachable,2,2,1,True,True,1
q9b,short32,oysters_eval_026.jpg,at_least_one_name_reachable,2,2,0,False,True,1
q9b,short32,oysters_eval_038.jpg,at_least_one_name_reachable,2,2,0,False,False,1
q9b,short32,paella_eval_028.jpg,every_name_excluded_by_support,2,2,1,False,False,0
q9b,short32,paella_eval_045.jpg,at_least_one_name_reachable,2,2,0,False,True,1
q9b,short32,panna_cotta_eval_032.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,panna_cotta_eval_042.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,pho_eval_034.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,pho_eval_040.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,pizza_eval_040.jpg,at_least_one_name_reachable,2,2,0,True,True,1
q9b,short32,pizza_eval_046.jpg,at_least_one_name_reachable,2,2,0,True,True,1
q9b,short32,pork_chop_eval_034.jpg,remaining_score_constraints_incompatible,2,2,0,False,False,0
q9b,short32,pork_chop_eval_046.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,prime_rib_eval_029.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,prime_rib_eval_038.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,sashimi_eval_025.jpg,remaining_score_constraints_incompatible,2,2,1,False,False,0
q9b,short32,sashimi_eval_032.jpg,remaining_score_constraints_incompatible,2,2,0,False,False,0
q9b,short32,scallops_eval_031.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,scallops_eval_044.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,shrimp_and_grits_eval_027.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,shrimp_and_grits_eval_028.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,spaghetti_bolognese_eval_041.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,spaghetti_bolognese_eval_045.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,spaghetti_carbonara_eval_027.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,spaghetti_carbonara_eval_041.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,spring_rolls_eval_029.jpg,remaining_score_constraints_incompatible,2,2,0,False,False,0
q9b,short32,spring_rolls_eval_041.jpg,remaining_score_constraints_incompatible,2,2,0,False,False,0
q9b,short32,steak_eval_024.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,steak_eval_036.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,strawberry_shortcake_eval_041.jpg,remaining_score_constraints_incompatible,2,2,0,False,False,0
q9b,short32,strawberry_shortcake_eval_044.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,sushi_eval_039.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,sushi_eval_047.jpg,at_least_one_name_reachable,2,2,1,False,True,1
q9b,short32,tacos_eval_037.jpg,remaining_score_constraints_incompatible,2,2,0,False,False,0
q9b,short32,tacos_eval_039.jpg,at_least_one_name_reachable,2,2,1,True,True,1
q9b,short32,tuna_tartare_eval_032.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,tuna_tartare_eval_036.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,waffles_eval_027.jpg,every_name_excluded_by_support,2,2,0,False,False,0
q9b,short32,waffles_eval_040.jpg,remaining_score_constraints_incompatible,2,2,0,False,False,0
