acc_direct,acc_method,config,dconf,dece,ece_direct,ece_method,model,n,rescue_rate,stratum
0.1787709497206704,0.33519553072625696,MIB-variant (blur branch + linear decay; NOT a published method; positive strength control),0.12655444300319008,-0.061057038827204396,0.26256484829680216,0.20150780946959776,q4b,537,0.20634920634920634,low_acc
0.8900709219858156,0.8900709219858156,MIB-variant (blur branch + linear decay; NOT a published method; positive strength control),0.030886961953014345,-0.01553355389875724,0.2558200257625563,0.24028647186379906,q4b,564,0.4032258064516129,high_acc
0.24666666666666667,0.35833333333333334,MIB-variant (blur branch + linear decay; NOT a published method; positive strength control),0.15291266585389773,0.04124599918723107,0.14801826417446134,0.18926426336169241,q9b,600,0.1902654867256637,low_acc
0.9183333333333333,0.8866666666666667,MIB-variant (blur branch + linear decay; NOT a published method; positive strength control),-0.0015070626139640807,-0.029946746577819205,0.2906745843340953,0.2607278377562761,q9b,600,0.32653061224489793,high_acc
