population,model,domain,group,method,n,acc_direct,gap_direct,ece_direct,ece_method,d_ece
class,q4b,dogs,entlebucher,mib,24,0.0,0.785,0.785,0.6896,-0.0954
class,q4b,dogs,eskimo_dog,mib,24,0.9167,-0.4157,0.4157,0.401,-0.0147
class,q4b,dogs,flat,mib,24,0.0,0.7685,0.7685,0.6392,-0.1293
class,q4b,dogs,french_bulldog,mib,24,0.0,0.8118,0.8118,0.461,-0.3508
class,q4b,dogs,german_shepherd,mib,24,0.0,0.7643,0.7643,0.2412,-0.523
class,q4b,dogs,german_short,mib,24,0.0,0.8787,0.8787,0.6429,-0.2358
class,q4b,dogs,giant_schnauzer,mib,24,0.0,0.8169,0.8169,0.5533,-0.2636
class,q4b,dogs,golden_retriever,mib,24,0.0,0.6628,0.6628,0.1552,-0.5076
class,q4b,dogs,gordon_setter,mib,24,0.0,0.7904,0.7904,0.5287,-0.2618
class,q4b,dogs,great_dane,mib,24,0.0,0.723,0.723,0.3534,-0.3696
class,q4b,dogs,great_pyrenees,mib,24,0.0,0.7854,0.7854,0.6552,-0.1303
class,q4b,dogs,greater_swiss_mountain_dog,mib,24,0.8333,-0.0958,0.1553,0.3317,0.1764
class,q4b,dogs,groenendael,mib,24,0.0,0.7693,0.7693,0.5447,-0.2245
class,q4b,dogs,ibizan_hound,mib,24,1.0,-0.2598,0.2598,0.2891,0.0293
class,q4b,dogs,irish_setter,mib,24,0.0,0.7436,0.7436,0.2237,-0.5198
class,q4b,dogs,irish_terrier,mib,24,0.0,0.8261,0.8261,0.207,-0.6191
class,q4b,dogs,irish_water_spaniel,mib,24,0.0,0.729,0.729,0.4847,-0.2443
class,q4b,dogs,irish_wolfhound,mib,24,0.0,0.7443,0.7443,0.1916,-0.5526
class,q4b,dogs,italian_greyhound,mib,24,0.0,0.8053,0.8053,0.5419,-0.2634
class,q4b,dogs,japanese_spaniel,mib,24,0.0,0.7673,0.7673,0.1998,-0.5676
class,q4b,dogs,keeshond,mib,24,0.0,0.6842,0.6842,0.5213,-0.163
class,q4b,dogs,kelpie,mib,24,0.0,0.8604,0.8604,0.7232,-0.1373
class,q4b,dogs,kerry_blue_terrier,mib,24,0.0,0.7815,0.7815,0.2576,-0.5239
class,q4b,dogs,komondor,mib,24,0.125,0.4172,0.4615,0.3728,-0.0887
class,q4b,dogs,kuvasz,mib,24,0.0,0.7652,0.7652,0.6358,-0.1294
class,q4b,dogs,labrador_retriever,mib,24,0.0,0.6418,0.6418,0.6036,-0.0381
class,q4b,dogs,lakeland_terrier,mib,24,0.0,0.8108,0.8108,0.351,-0.4598
class,q4b,dogs,leonberg,mib,24,0.9167,-0.2337,0.2648,0.4949,0.2302
class,q4b,dogs,lhasa,mib,24,0.0,0.8649,0.8649,0.7843,-0.0806
class,q4b,dogs,malamute,mib,24,0.0,0.5747,0.5747,0.5971,0.0224
class,q4b,dogs,malinois,mib,24,0.0,0.8224,0.8224,0.4997,-0.3227
class,q4b,dogs,maltese_dog,mib,24,0.9583,-0.0964,0.1324,0.3014,0.1689
class,q4b,dogs,mexican_hairless,mib,24,0.0,0.7635,0.7635,0.4917,-0.2718
class,q4b,dogs,miniature_pinscher,mib,24,0.0,0.8621,0.8621,0.54,-0.3221
class,q4b,dogs,miniature_poodle,mib,24,0.9167,-0.2788,0.2788,0.3072,0.0284
class,q4b,dogs,miniature_schnauzer,mib,24,0.0,0.8314,0.8314,0.2129,-0.6185
class,q4b,dogs,newfoundland,mib,24,0.75,-0.1363,0.2254,0.4298,0.2043
class,q4b,dogs,norfolk_terrier,mib,24,0.0417,0.7102,0.7247,0.2532,-0.4715
class,q4b,dogs,norwegian_elkhound,mib,24,0.0,0.7857,0.7857,0.7186,-0.0671
class,q4b,dogs,norwich_terrier,mib,24,0.0,0.7197,0.7197,0.2009,-0.5188
class,q4b,dogs,old_english_sheepdog,mib,24,0.0,0.7931,0.7931,0.35,-0.4431
class,q4b,dogs,otterhound,mib,24,0.0,0.7959,0.7959,0.5345,-0.2614
class,q4b,dogs,papillon,mib,24,0.0,0.821,0.821,0.3019,-0.5191
class,q4b,dogs,pekinese,mib,24,0.0,0.7941,0.7941,0.6561,-0.1379
class,q4b,dogs,pembroke,mib,24,0.2083,0.222,0.326,0.3085,-0.0175
class,q4b,dogs,pomeranian,mib,24,0.0,0.79,0.79,0.3451,-0.445
class,q4b,dogs,pug,mib,24,1.0,-0.347,0.347,0.1251,-0.2219
class,q4b,dogs,redbone,mib,24,0.0,0.8284,0.8284,0.6911,-0.1373
class,q4b,dogs,rhodesian_ridgeback,mib,24,0.0,0.7674,0.7674,0.507,-0.2604
class,q4b,dogs,rottweiler,mib,24,0.0,0.7948,0.7948,0.3761,-0.4187
class,q4b,dogs,saint_bernard,mib,24,0.0,0.7446,0.7446,0.2847,-0.4599
class,q4b,dogs,saluki,mib,24,0.0,0.6488,0.6488,0.2979,-0.3509
class,q4b,dogs,samoyed,mib,24,0.0,0.6071,0.6071,0.3479,-0.2592
class,q4b,dogs,schipperke,mib,24,0.0,0.8374,0.8374,0.7616,-0.0757
class,q4b,dogs,scotch_terrier,mib,24,0.0,0.8135,0.8135,0.4576,-0.3559
class,q4b,dogs,scottish_deerhound,mib,24,0.0,0.6267,0.6267,0.4641,-0.1626
class,q4b,dogs,sealyham_terrier,mib,24,0.0,0.6818,0.6818,0.2462,-0.4357
class,q4b,dogs,shetland_sheepdog,mib,24,0.0,0.7535,0.7535,0.6545,-0.099
class,q4b,dogs,shih,mib,24,0.0,0.7917,0.7917,0.5019,-0.2898
class,q4b,dogs,siberian_husky,mib,24,0.0,0.5859,0.5859,0.1865,-0.3994
class,q4b,dogs,silky_terrier,mib,24,0.0,0.7488,0.7488,0.2244,-0.5243
class,q4b,dogs,soft,mib,24,0.0,0.866,0.866,0.7919,-0.0741
class,q4b,dogs,staffordshire_bullterrier,mib,24,0.0,0.7722,0.7722,0.6306,-0.1416
class,q4b,dogs,standard_poodle,mib,24,1.0,-0.3603,0.3603,0.2862,-0.0741
class,q4b,dogs,standard_schnauzer,mib,24,0.0,0.7993,0.7993,0.3811,-0.4182
class,q4b,dogs,sussex_spaniel,mib,24,0.0,0.6454,0.6454,0.336,-0.3094
class,q4b,dogs,tibetan_mastiff,mib,24,0.0,0.6802,0.6802,0.3885,-0.2917
class,q4b,dogs,tibetan_terrier,mib,24,0.0,0.8521,0.8521,0.7135,-0.1386
class,q4b,dogs,toy_poodle,mib,24,0.9583,-0.2823,0.2823,0.156,-0.1263
class,q4b,dogs,toy_terrier,mib,24,0.9583,-0.0833,0.1372,0.2255,0.0883
class,q4b,dogs,vizsla,mib,24,0.0,0.8252,0.8252,0.2295,-0.5957
class,q4b,dogs,walker_hound,mib,24,1.0,-0.2266,0.2266,0.2272,0.0006
class,q4b,dogs,weimaraner,mib,24,0.0,0.7566,0.7566,0.2908,-0.4659
class,q4b,dogs,welsh_springer_spaniel,mib,24,0.0,0.757,0.757,0.4086,-0.3485
class,q4b,dogs,west_highland_white_terrier,mib,24,0.0,0.7486,0.7486,0.3923,-0.3563
class,q4b,dogs,whippet,mib,24,0.0417,0.6407,0.6612,0.2963,-0.3649
class,q4b,dogs,wire,mib,24,0.0,0.7702,0.7702,0.1106,-0.6597
class,q4b,dogs,yorkshire_terrier,mib,24,0.0,0.6983,0.6983,0.268,-0.4304
class,q4b,dogs,affenpinscher,lcd,24,0.0,0.8277,0.8277,0.65,-0.1777
class,q4b,dogs,afghan_hound,lcd,24,0.9167,-0.4245,0.4245,0.3724,-0.0521
class,q4b,dogs,african_hunting_dog,lcd,24,0.9583,-0.6146,0.6146,0.3305,-0.2841
class,q4b,dogs,airedale,lcd,24,0.0,0.6841,0.6841,0.2254,-0.4587
class,q4b,dogs,american_staffordshire_terrier,lcd,24,0.0,0.7554,0.7554,0.7001,-0.0553
class,q4b,dogs,appenzeller,lcd,24,0.0,0.7232,0.7232,0.6928,-0.0304
class,q4b,dogs,australian_terrier,lcd,24,0.0,0.818,0.818,0.5539,-0.2641
class,q4b,dogs,basenji,lcd,24,1.0,-0.1814,0.1814,0.2196,0.0382
class,q4b,dogs,basset,lcd,24,0.0,0.6894,0.6894,0.3593,-0.3302
class,q4b,dogs,beagle,lcd,24,0.0,0.6842,0.6842,0.3587,-0.3255
class,q4b,dogs,bedlington_terrier,lcd,24,0.0,0.5613,0.5613,0.5801,0.0187
class,q4b,dogs,bernese_mountain_dog,lcd,24,0.875,-0.1559,0.2116,0.44,0.2285
class,q4b,dogs,black,lcd,24,0.0,0.8199,0.8199,0.7962,-0.0237
class,q4b,dogs,blenheim_spaniel,lcd,24,0.0,0.7371,0.7371,0.6707,-0.0664
class,q4b,dogs,bloodhound,lcd,24,0.0,0.651,0.651,0.3795,-0.2715
class,q4b,dogs,bluetick,lcd,24,0.0,0.8357,0.8357,0.69,-0.1457
class,q4b,dogs,border_collie,lcd,24,0.0,0.7385,0.7385,0.6659,-0.0726
class,q4b,dogs,border_terrier,lcd,24,0.0,0.7369,0.7369,0.3218,-0.4152
class,q4b,dogs,borzoi,lcd,24,0.125,0.5344,0.5344,0.2976,-0.2368
class,q4b,dogs,boston_bull,lcd,24,0.0,0.7701,0.7701,0.3847,-0.3854
class,q4b,dogs,bouvier_des_flandres,lcd,24,0.0,0.8065,0.8065,0.7427,-0.0638
class,q4b,dogs,boxer,lcd,24,0.0,0.7497,0.7497,0.3642,-0.3856
class,q4b,dogs,brabancon_griffon,lcd,24,0.7917,-0.1461,0.1875,0.4984,0.3109
class,q4b,dogs,briard,lcd,24,0.0,0.7813,0.7813,0.7681,-0.0132
class,q4b,dogs,brittany_spaniel,lcd,24,0.0,0.8357,0.8357,0.8447,0.009
class,q4b,dogs,bull_mastiff,lcd,24,0.0,0.7329,0.7329,0.6081,-0.1248
class,q4b,dogs,cairn,lcd,24,0.0,0.8279,0.8279,0.636,-0.1919
class,q4b,dogs,cardigan,lcd,24,0.0,0.6149,0.6149,0.1916,-0.4233
class,q4b,dogs,chesapeake_bay_retriever,lcd,24,0.0,0.7449,0.7449,0.6927,-0.0523
class,q4b,dogs,chihuahua,lcd,24,0.0,0.7158,0.7158,0.4119,-0.3039
class,q4b,dogs,chow,lcd,24,0.0,0.6033,0.6033,0.5587,-0.0446
class,q4b,dogs,clumber,lcd,24,0.0,0.7437,0.7437,0.5931,-0.1505
class,q4b,dogs,cocker_spaniel,lcd,24,0.0,0.7554,0.7554,0.1737,-0.5817
class,q4b,dogs,collie,lcd,24,0.0417,0.4519,0.4519,0.5853,0.1334
class,q4b,dogs,curly,lcd,24,0.0,0.7881,0.7881,0.7412,-0.0469
class,q4b,dogs,dandie_dinmont,lcd,24,0.0,0.7115,0.7115,0.7474,0.0359
class,q4b,dogs,dhole,lcd,24,0.2917,-0.0259,0.1813,0.1307,-0.0506
class,q4b,dogs,dingo,lcd,24,0.125,0.5346,0.644,0.5833,-0.0606
class,q4b,dogs,doberman,lcd,24,0.0,0.7754,0.7754,0.6883,-0.087
class,q4b,dogs,english_foxhound,lcd,24,0.0,0.7233,0.7233,0.6397,-0.0836
class,q4b,dogs,english_setter,lcd,24,0.0,0.8252,0.8252,0.7826,-0.0427
class,q4b,dogs,english_springer,lcd,24,0.0,0.8207,0.8207,0.568,-0.2527
class,q4b,dogs,entlebucher,lcd,24,0.0,0.785,0.785,0.7974,0.0124
class,q4b,dogs,eskimo_dog,lcd,24,0.9167,-0.4157,0.4157,0.3962,-0.0195
class,q4b,dogs,flat,lcd,24,0.0,0.7685,0.7685,0.746,-0.0225
class,q4b,dogs,french_bulldog,lcd,24,0.0,0.8118,0.8118,0.3363,-0.4755
class,q4b,dogs,german_shepherd,lcd,24,0.0,0.7643,0.7643,0.3906,-0.3736
class,q4b,dogs,german_short,lcd,24,0.0,0.8787,0.8787,0.8442,-0.0345
class,q4b,dogs,giant_schnauzer,lcd,24,0.0,0.8169,0.8169,0.7812,-0.0357
class,q4b,dogs,golden_retriever,lcd,24,0.0,0.6628,0.6628,0.685,0.0222
class,q4b,dogs,gordon_setter,lcd,24,0.0,0.7904,0.7904,0.7865,-0.004
class,q4b,dogs,great_dane,lcd,24,0.0,0.723,0.723,0.6187,-0.1043
class,q4b,dogs,great_pyrenees,lcd,24,0.0,0.7854,0.7854,0.7293,-0.0561
class,q4b,dogs,greater_swiss_mountain_dog,lcd,24,0.8333,-0.0958,0.1553,0.2279,0.0725
class,q4b,dogs,groenendael,lcd,24,0.0,0.7693,0.7693,0.8457,0.0764
class,q4b,dogs,ibizan_hound,lcd,24,1.0,-0.2598,0.2598,0.2352,-0.0246
class,q4b,dogs,irish_setter,lcd,24,0.0,0.7436,0.7436,0.533,-0.2106
class,q4b,dogs,irish_terrier,lcd,24,0.0,0.8261,0.8261,0.6123,-0.2138
class,q4b,dogs,irish_water_spaniel,lcd,24,0.0,0.729,0.729,0.6133,-0.1157
class,q4b,dogs,irish_wolfhound,lcd,24,0.0,0.7443,0.7443,0.6064,-0.1378
class,q4b,dogs,italian_greyhound,lcd,24,0.0,0.8053,0.8053,0.396,-0.4093
class,q4b,dogs,japanese_spaniel,lcd,24,0.0,0.7673,0.7673,0.5187,-0.2486
class,q4b,dogs,keeshond,lcd,24,0.0,0.6842,0.6842,0.7305,0.0462
class,q4b,dogs,kelpie,lcd,24,0.0,0.8604,0.8604,0.7991,-0.0614
class,q4b,dogs,kerry_blue_terrier,lcd,24,0.0,0.7815,0.7815,0.6164,-0.165
class,q4b,dogs,komondor,lcd,24,0.125,0.4172,0.4615,0.308,-0.1535
class,q4b,dogs,kuvasz,lcd,24,0.0,0.7652,0.7652,0.8162,0.051
class,q4b,dogs,labrador_retriever,lcd,24,0.0,0.6418,0.6418,0.6994,0.0577
class,q4b,dogs,lakeland_terrier,lcd,24,0.0,0.8108,0.8108,0.686,-0.1248
class,q4b,dogs,leonberg,lcd,24,0.9167,-0.2337,0.2648,0.3735,0.1087
class,q4b,dogs,lhasa,lcd,24,0.0,0.8649,0.8649,0.6808,-0.1842
class,q4b,dogs,malamute,lcd,24,0.0,0.5747,0.5747,0.5811,0.0064
class,q4b,dogs,malinois,lcd,24,0.0,0.8224,0.8224,0.7568,-0.0656
class,q4b,dogs,maltese_dog,lcd,24,0.9583,-0.0964,0.1324,0.1782,0.0457
class,q4b,dogs,mexican_hairless,lcd,24,0.0,0.7635,0.7635,0.6198,-0.1437
class,q4b,dogs,miniature_pinscher,lcd,24,0.0,0.8621,0.8621,0.6456,-0.2166
class,q4b,dogs,miniature_poodle,lcd,24,0.9167,-0.2788,0.2788,0.2678,-0.011
class,q4b,dogs,miniature_schnauzer,lcd,24,0.0,0.8314,0.8314,0.6542,-0.1772
class,q4b,dogs,newfoundland,lcd,24,0.75,-0.1363,0.2254,0.236,0.0106
class,q4b,dogs,norfolk_terrier,lcd,24,0.0417,0.7102,0.7247,0.4292,-0.2955
class,q4b,dogs,norwegian_elkhound,lcd,24,0.0,0.7857,0.7857,0.7273,-0.0583
class,q4b,dogs,norwich_terrier,lcd,24,0.0,0.7197,0.7197,0.3263,-0.3933
class,q4b,dogs,old_english_sheepdog,lcd,24,0.0,0.7931,0.7931,0.7078,-0.0854
class,q4b,dogs,otterhound,lcd,24,0.0,0.7959,0.7959,0.7789,-0.017
class,q4b,dogs,papillon,lcd,24,0.0,0.821,0.821,0.2232,-0.5978
class,q4b,dogs,pekinese,lcd,24,0.0,0.7941,0.7941,0.4628,-0.3313
class,q4b,dogs,pembroke,lcd,24,0.2083,0.222,0.326,0.1801,-0.1459
class,q4b,dogs,pomeranian,lcd,24,0.0,0.79,0.79,0.5607,-0.2293
class,q4b,dogs,pug,lcd,24,1.0,-0.347,0.347,0.0567,-0.2903
class,q4b,dogs,redbone,lcd,24,0.0,0.8284,0.8284,0.7651,-0.0632
class,q4b,dogs,rhodesian_ridgeback,lcd,24,0.0,0.7674,0.7674,0.7327,-0.0347
class,q4b,dogs,rottweiler,lcd,24,0.0,0.7948,0.7948,0.6999,-0.0949
class,q4b,dogs,saint_bernard,lcd,24,0.0,0.7446,0.7446,0.5122,-0.2324
class,q4b,dogs,saluki,lcd,24,0.0,0.6488,0.6488,0.67,0.0212
class,q4b,dogs,samoyed,lcd,24,0.0,0.6071,0.6071,0.3218,-0.2853
class,q4b,dogs,schipperke,lcd,24,0.0,0.8374,0.8374,0.7303,-0.107
class,q4b,dogs,scotch_terrier,lcd,24,0.0,0.8135,0.8135,0.568,-0.2455
class,q4b,dogs,scottish_deerhound,lcd,24,0.0,0.6267,0.6267,0.5686,-0.0581
class,q4b,dogs,sealyham_terrier,lcd,24,0.0,0.6818,0.6818,0.4607,-0.2212
class,q4b,dogs,shetland_sheepdog,lcd,24,0.0,0.7535,0.7535,0.439,-0.3145
class,q4b,dogs,shih,lcd,24,0.0,0.7917,0.7917,0.2277,-0.564
class,q4b,dogs,siberian_husky,lcd,24,0.0,0.5859,0.5859,0.3313,-0.2546
class,q4b,dogs,silky_terrier,lcd,24,0.0,0.7488,0.7488,0.5934,-0.1554
class,q4b,dogs,soft,lcd,24,0.0,0.866,0.866,0.7305,-0.1355
class,q4b,dogs,staffordshire_bullterrier,lcd,24,0.0,0.7722,0.7722,0.7736,0.0015
class,q4b,dogs,standard_poodle,lcd,24,1.0,-0.3603,0.3603,0.2915,-0.0688
class,q4b,dogs,standard_schnauzer,lcd,24,0.0,0.7993,0.7993,0.5726,-0.2267
class,q4b,dogs,sussex_spaniel,lcd,24,0.0,0.6454,0.6454,0.2574,-0.3881
class,q4b,dogs,tibetan_mastiff,lcd,24,0.0,0.6802,0.6802,0.5467,-0.1335
class,q4b,dogs,tibetan_terrier,lcd,24,0.0,0.8521,0.8521,0.7763,-0.0758
class,q4b,dogs,toy_poodle,lcd,24,0.9583,-0.2823,0.2823,0.2326,-0.0497
class,q4b,dogs,toy_terrier,lcd,24,0.9583,-0.0833,0.1372,0.1808,0.0436
class,q4b,dogs,vizsla,lcd,24,0.0,0.8252,0.8252,0.7923,-0.0328
class,q4b,dogs,walker_hound,lcd,24,1.0,-0.2266,0.2266,0.211,-0.0156
class,q4b,dogs,weimaraner,lcd,24,0.0,0.7566,0.7566,0.3424,-0.4142
class,q4b,dogs,welsh_springer_spaniel,lcd,24,0.0,0.757,0.757,0.5775,-0.1795
class,q4b,dogs,west_highland_white_terrier,lcd,24,0.0,0.7486,0.7486,0.588,-0.1606
class,q4b,dogs,whippet,lcd,24,0.0417,0.6407,0.6612,0.2063,-0.4549
class,q4b,dogs,wire,lcd,24,0.0,0.7702,0.7702,0.4958,-0.2744
class,q4b,dogs,yorkshire_terrier,lcd,24,0.0,0.6983,0.6983,0.5397,-0.1586
stratum,q4b,dogs,low_acc,vcd,720,0.0042,0.747,0.747,0.8036,0.0566
stratum,q4b,dogs,low_acc,mib,720,0.0042,0.747,0.747,0.3193,-0.4277
stratum,q4b,dogs,low_acc,lcd,720,0.0042,0.747,0.747,0.5494,-0.1976
stratum,q4b,dogs,middle,vcd,1440,0.0007,0.7677,0.7677,0.8344,0.0667
stratum,q4b,dogs,middle,mib,1440,0.0007,0.7677,0.7677,0.3583,-0.4094
stratum,q4b,dogs,middle,lcd,1440,0.0007,0.7677,0.7677,0.5922,-0.1755
stratum,q4b,dogs,high_acc,vcd,720,0.5528,0.0866,0.1513,0.3302,0.179
stratum,q4b,dogs,high_acc,mib,720,0.5528,0.0866,0.1513,0.2002,0.0489
stratum,q4b,dogs,high_acc,lcd,720,0.5528,0.0866,0.1513,0.2147,0.0634
bin,q4b,dogs,bin1,vcd,360,0.0,0.7355,0.7355,0.7718,0.0363
bin,q4b,dogs,bin1,mib,360,0.0,0.7355,0.7355,0.2951,-0.4404
bin,q4b,dogs,bin1,lcd,360,0.0,0.7355,0.7355,0.4858,-0.2497
bin,q4b,dogs,bin2,vcd,360,0.0,0.7458,0.7458,0.8074,0.0616
bin,q4b,dogs,bin2,mib,360,0.0,0.7458,0.7458,0.3575,-0.3883
bin,q4b,dogs,bin2,lcd,360,0.0,0.7458,0.7458,0.5428,-0.203
bin,q4b,dogs,bin3,vcd,360,0.0,0.7779,0.7779,0.8143,0.0364
bin,q4b,dogs,bin3,mib,360,0.0,0.7779,0.7779,0.388,-0.39
bin,q4b,dogs,bin3,lcd,360,0.0,0.7779,0.7779,0.6595,-0.1184
bin,q4b,dogs,bin4,vcd,360,0.0,0.7628,0.7628,0.8876,0.1249
bin,q4b,dogs,bin4,mib,360,0.0,0.7628,0.7628,0.409,-0.3537
bin,q4b,dogs,bin4,lcd,360,0.0,0.7628,0.7628,0.6489,-0.1139
bin,q4b,dogs,bin5,vcd,360,0.0,0.7723,0.7723,0.8269,0.0546
bin,q4b,dogs,bin5,mib,360,0.0,0.7723,0.7723,0.3389,-0.4334
bin,q4b,dogs,bin5,lcd,360,0.0,0.7723,0.7723,0.5403,-0.2319
bin,q4b,dogs,bin6,vcd,360,0.0,0.752,0.752,0.7664,0.0145
bin,q4b,dogs,bin6,mib,360,0.0,0.752,0.752,0.3363,-0.4157
bin,q4b,dogs,bin6,lcd,360,0.0,0.752,0.752,0.5511,-0.2009
bin,q4b,dogs,bin7,vcd,360,0.1694,0.4622,0.4793,0.6507,0.1714
bin,q4b,dogs,bin7,mib,360,0.1694,0.4622,0.4793,0.2411,-0.2382
bin,q4b,dogs,bin7,lcd,360,0.1694,0.4622,0.4793,0.3506,-0.1287
bin,q4b,dogs,bin8,vcd,360,0.9472,-0.2704,0.2704,0.1918,-0.0786
bin,q4b,dogs,bin8,mib,360,0.9472,-0.2704,0.2704,0.1822,-0.0882
bin,q4b,dogs,bin8,lcd,360,0.9472,-0.2704,0.2704,0.1395,-0.1309
mixture,q4b,dogs,alpha=0.0,vcd,600,0.0043,0.7467,,,0.0567
mixture,q4b,dogs,alpha=0.0,mib,600,0.0043,0.7467,,,-0.4253
mixture,q4b,dogs,alpha=0.0,lcd,600,0.0043,0.7467,,,-0.1972
mixture,q4b,dogs,alpha=0.1,vcd,600,0.0593,0.6801,,,0.0702
mixture,q4b,dogs,alpha=0.1,mib,600,0.0593,0.6801,,,-0.3845
mixture,q4b,dogs,alpha=0.1,lcd,600,0.0593,0.6801,,,-0.1718
mixture,q4b,dogs,alpha=0.2,vcd,600,0.1136,0.6154,,,0.0864
mixture,q4b,dogs,alpha=0.2,mib,600,0.1136,0.6154,,,-0.3391
mixture,q4b,dogs,alpha=0.2,lcd,600,0.1136,0.6154,,,-0.1415
mixture,q4b,dogs,alpha=0.3,vcd,600,0.1689,0.5487,,,0.0985
mixture,q4b,dogs,alpha=0.3,mib,600,0.1689,0.5487,,,-0.2962
mixture,q4b,dogs,alpha=0.3,lcd,600,0.1689,0.5487,,,-0.1139
mixture,q4b,dogs,alpha=0.4,vcd,600,0.2235,0.482,,,0.1123
mixture,q4b,dogs,alpha=0.4,mib,600,0.2235,0.482,,,-0.2471
mixture,q4b,dogs,alpha=0.4,lcd,600,0.2235,0.482,,,-0.0866
mixture,q4b,dogs,alpha=0.5,vcd,600,0.2789,0.4163,,,0.1245
mixture,q4b,dogs,alpha=0.5,mib,600,0.2789,0.4163,,,-0.2025
mixture,q4b,dogs,alpha=0.5,lcd,600,0.2789,0.4163,,,-0.0612
mixture,q4b,dogs,alpha=0.6,vcd,600,0.3334,0.3502,,,0.1341
mixture,q4b,dogs,alpha=0.6,mib,600,0.3334,0.3502,,,-0.155
mixture,q4b,dogs,alpha=0.6,lcd,600,0.3334,0.3502,,,-0.035
mixture,q4b,dogs,alpha=0.7,vcd,600,0.3897,0.2849,,,0.1438
mixture,q4b,dogs,alpha=0.7,mib,600,0.3897,0.2849,,,-0.1047
mixture,q4b,dogs,alpha=0.7,lcd,600,0.3897,0.2849,,,-0.0098
mixture,q4b,dogs,alpha=0.8,vcd,600,0.4422,0.2197,,,0.1576
mixture,q4b,dogs,alpha=0.8,mib,600,0.4422,0.2197,,,-0.0557
mixture,q4b,dogs,alpha=0.8,lcd,600,0.4422,0.2197,,,0.0172
mixture,q4b,dogs,alpha=0.9,vcd,600,0.4991,0.1515,,,0.1648
mixture,q4b,dogs,alpha=0.9,mib,600,0.4991,0.1515,,,-0.0056
mixture,q4b,dogs,alpha=0.9,lcd,600,0.4991,0.1515,,,0.0394
mixture,q4b,dogs,alpha=1.0,vcd,600,0.5538,0.0855,,,0.1779
mixture,q4b,dogs,alpha=1.0,mib,600,0.5538,0.0855,,,0.0477
mixture,q4b,dogs,alpha=1.0,lcd,600,0.5538,0.0855,,,0.0634
class,q9b,dogs,affenpinscher,vcd,24,0.0,0.6593,0.6593,0.7649,0.1056
class,q9b,dogs,afghan_hound,vcd,24,0.9583,-0.3423,0.3423,0.1963,-0.146
class,q9b,dogs,african_hunting_dog,vcd,24,1.0,-0.6069,0.6069,0.3494,-0.2575
class,q9b,dogs,airedale,vcd,24,0.0,0.6731,0.6731,0.7579,0.0848
class,q9b,dogs,american_staffordshire_terrier,vcd,24,0.0,0.6921,0.6921,0.8294,0.1373
class,q9b,dogs,appenzeller,vcd,24,0.0,0.6972,0.6972,0.7671,0.0699
class,q9b,dogs,australian_terrier,vcd,24,0.0,0.6942,0.6942,0.7391,0.0449
class,q9b,dogs,basenji,vcd,24,1.0,-0.2865,0.2865,0.17,-0.1165
class,q9b,dogs,basset,vcd,24,0.0,0.6044,0.6044,0.7221,0.1177
class,q9b,dogs,beagle,vcd,24,0.0,0.6077,0.6077,0.8243,0.2166
class,q9b,dogs,bedlington_terrier,vcd,24,0.0,0.6069,0.6069,0.7528,0.1459
class,q9b,dogs,bernese_mountain_dog,vcd,24,0.7083,-0.0993,0.1412,0.2332,0.0919
class,q9b,dogs,black,vcd,24,0.0,0.6589,0.6589,0.7346,0.0757
class,q9b,dogs,blenheim_spaniel,vcd,24,0.0,0.6208,0.6208,0.7229,0.1021
class,q9b,dogs,bloodhound,vcd,24,0.0,0.5947,0.5947,0.7905,0.1959
class,q9b,dogs,bluetick,vcd,24,0.0,0.6742,0.6742,0.8132,0.139
class,q9b,dogs,border_collie,vcd,24,0.0,0.593,0.593,0.6004,0.0074
class,q9b,dogs,border_terrier,vcd,24,0.0,0.7258,0.7258,0.8043,0.0784
class,q9b,dogs,borzoi,vcd,24,0.0,0.6333,0.6333,0.7209,0.0876
class,q9b,dogs,boston_bull,vcd,24,0.0417,0.5475,0.6089,0.628,0.0191
class,q9b,dogs,bouvier_des_flandres,vcd,24,0.0,0.6688,0.6688,0.7681,0.0993
class,q9b,dogs,boxer,vcd,24,0.0,0.5631,0.5631,0.7707,0.2076
class,q9b,dogs,brabancon_griffon,vcd,24,0.7917,-0.1867,0.2598,0.287,0.0272
class,q9b,dogs,briard,vcd,24,0.0,0.7076,0.7076,0.8642,0.1566
class,q9b,dogs,brittany_spaniel,vcd,24,0.0,0.6417,0.6417,0.7316,0.0899
class,q9b,dogs,bull_mastiff,vcd,24,0.0,0.6542,0.6542,0.7551,0.1009
class,q9b,dogs,cairn,vcd,24,0.0,0.7347,0.7347,0.8691,0.1344
class,q9b,dogs,cardigan,vcd,24,0.0417,0.4992,0.4992,0.6994,0.2002
class,q9b,dogs,chesapeake_bay_retriever,vcd,24,0.0,0.6739,0.6739,0.823,0.1491
class,q9b,dogs,chihuahua,vcd,24,0.0,0.648,0.648,0.8752,0.2272
class,q9b,dogs,chow,vcd,24,0.0,0.6161,0.6161,0.6928,0.0766
class,q9b,dogs,clumber,vcd,24,0.0,0.6373,0.6373,0.7601,0.1228
class,q9b,dogs,cocker_spaniel,vcd,24,0.0,0.6469,0.6469,0.7571,0.1103
class,q9b,dogs,collie,vcd,24,0.0,0.6207,0.6207,0.7579,0.1372
class,q9b,dogs,curly,vcd,24,0.0,0.6618,0.6618,0.7539,0.0921
class,q9b,dogs,dandie_dinmont,vcd,24,0.0,0.6786,0.6786,0.7875,0.1089
