population,model,domain,group,method,n,acc_direct,gap_direct,ece_direct,ece_method,d_ece
class,q4b,food101,strawberry_shortcake,lcd,24,0.0,0.458,0.458,0.5473,0.0893
class,q4b,food101,sushi,lcd,24,0.9167,-0.0823,0.1533,0.0643,-0.089
class,q4b,food101,tacos,lcd,24,0.875,-0.3615,0.3615,0.2117,-0.1498
class,q4b,food101,takoyaki,lcd,24,0.5417,-0.1345,0.2503,0.1544,-0.0959
class,q4b,food101,tiramisu,lcd,24,0.9583,-0.5372,0.5372,0.1578,-0.3794
class,q4b,food101,tuna_tartare,lcd,24,0.1667,0.193,0.2211,0.481,0.2599
class,q4b,food101,waffles,lcd,24,0.8333,-0.27,0.3372,0.1927,-0.1445
stratum,q4b,food101,low_acc,vcd,600,0.1717,0.2298,0.2559,0.5344,0.2785
stratum,q4b,food101,low_acc,mib,600,0.1717,0.2298,0.2559,0.2053,-0.0507
stratum,q4b,food101,low_acc,lcd,600,0.1717,0.2298,0.2559,0.3952,0.1393
stratum,q4b,food101,middle,vcd,1224,0.6422,-0.1682,0.1682,0.172,0.0039
stratum,q4b,food101,middle,mib,1224,0.6422,-0.1682,0.1682,0.1127,-0.0555
stratum,q4b,food101,middle,lcd,1224,0.6422,-0.1682,0.1682,0.0953,-0.0729
stratum,q4b,food101,high_acc,vcd,600,0.8817,-0.2512,0.2515,0.0707,-0.1808
stratum,q4b,food101,high_acc,mib,600,0.8817,-0.2512,0.2515,0.2375,-0.0141
stratum,q4b,food101,high_acc,lcd,600,0.8817,-0.2512,0.2515,0.0843,-0.1672
bin,q4b,food101,bin1,vcd,288,0.0312,0.405,0.405,0.7209,0.3159
bin,q4b,food101,bin1,mib,288,0.0312,0.405,0.405,0.3771,-0.0279
bin,q4b,food101,bin1,lcd,288,0.0312,0.405,0.405,0.5321,0.1271
bin,q4b,food101,bin2,vcd,312,0.2244,0.1611,0.1863,0.4277,0.2413
bin,q4b,food101,bin2,mib,312,0.2244,0.1611,0.1863,0.1124,-0.0739
bin,q4b,food101,bin2,lcd,312,0.2244,0.1611,0.1863,0.3,0.1137
bin,q4b,food101,bin3,vcd,288,0.434,-0.0521,0.1577,0.2671,0.1094
bin,q4b,food101,bin3,mib,288,0.434,-0.0521,0.1577,0.0994,-0.0583
bin,q4b,food101,bin3,lcd,288,0.434,-0.0521,0.1577,0.1733,0.0155
bin,q4b,food101,bin4,vcd,312,0.5513,-0.1103,0.1498,0.2131,0.0633
bin,q4b,food101,bin4,mib,312,0.5513,-0.1103,0.1498,0.1537,0.0038
bin,q4b,food101,bin4,lcd,312,0.5513,-0.1103,0.1498,0.1517,0.0019
bin,q4b,food101,bin5,vcd,312,0.7115,-0.1812,0.1812,0.2052,0.024
bin,q4b,food101,bin5,mib,312,0.7115,-0.1812,0.1812,0.1254,-0.0559
bin,q4b,food101,bin5,lcd,312,0.7115,-0.1812,0.1812,0.086,-0.0953
bin,q4b,food101,bin6,vcd,288,0.8333,-0.2895,0.2895,0.0985,-0.191
bin,q4b,food101,bin6,mib,288,0.8333,-0.2895,0.2895,0.1795,-0.11
bin,q4b,food101,bin6,lcd,288,0.8333,-0.2895,0.2895,0.143,-0.1466
bin,q4b,food101,bin7,vcd,312,0.9006,-0.3568,0.3574,0.1208,-0.2366
bin,q4b,food101,bin7,mib,312,0.9006,-0.3568,0.3574,0.2735,-0.0838
bin,q4b,food101,bin7,lcd,312,0.9006,-0.3568,0.3574,0.1491,-0.2083
bin,q4b,food101,bin8,vcd,312,0.9583,-0.2722,0.2722,0.0605,-0.2117
bin,q4b,food101,bin8,mib,312,0.9583,-0.2722,0.2722,0.2507,-0.0215
bin,q4b,food101,bin8,lcd,312,0.9583,-0.2722,0.2722,0.0781,-0.1942
mixture,q4b,food101,alpha=0.0,vcd,600,0.1717,0.2298,,,0.2785
mixture,q4b,food101,alpha=0.0,mib,600,0.1717,0.2298,,,-0.0507
mixture,q4b,food101,alpha=0.0,lcd,600,0.1717,0.2298,,,0.1393
mixture,q4b,food101,alpha=0.1,vcd,600,0.2438,0.1808,,,0.2681
mixture,q4b,food101,alpha=0.1,mib,600,0.2438,0.1808,,,-0.0482
mixture,q4b,food101,alpha=0.1,lcd,600,0.2438,0.1808,,,0.1445
mixture,q4b,food101,alpha=0.2,vcd,600,0.3131,0.1342,,,0.2602
mixture,q4b,food101,alpha=0.2,mib,600,0.3131,0.1342,,,-0.0461
mixture,q4b,food101,alpha=0.2,lcd,600,0.3131,0.1342,,,0.1505
mixture,q4b,food101,alpha=0.3,vcd,600,0.3843,0.0865,,,0.2511
mixture,q4b,food101,alpha=0.3,mib,600,0.3843,0.0865,,,-0.0333
mixture,q4b,food101,alpha=0.3,lcd,600,0.3843,0.0865,,,0.1557
mixture,q4b,food101,alpha=0.4,vcd,600,0.4564,0.0365,,,0.24
mixture,q4b,food101,alpha=0.4,mib,600,0.4564,0.0365,,,-0.0
mixture,q4b,food101,alpha=0.4,lcd,600,0.4564,0.0365,,,0.1623
mixture,q4b,food101,alpha=0.5,vcd,600,0.5272,-0.0119,,,0.2122
mixture,q4b,food101,alpha=0.5,mib,600,0.5272,-0.0119,,,0.0296
mixture,q4b,food101,alpha=0.5,lcd,600,0.5272,-0.0119,,,0.1506
mixture,q4b,food101,alpha=0.6,vcd,600,0.5969,-0.058,,,0.1469
mixture,q4b,food101,alpha=0.6,mib,600,0.5969,-0.058,,,0.0351
mixture,q4b,food101,alpha=0.6,lcd,600,0.5969,-0.058,,,0.1063
mixture,q4b,food101,alpha=0.7,vcd,600,0.6676,-0.106,,,0.0531
mixture,q4b,food101,alpha=0.7,mib,600,0.6676,-0.106,,,0.0187
mixture,q4b,food101,alpha=0.7,lcd,600,0.6676,-0.106,,,0.0363
mixture,q4b,food101,alpha=0.8,vcd,600,0.7392,-0.1552,,,-0.0462
mixture,q4b,food101,alpha=0.8,mib,600,0.7392,-0.1552,,,0.0046
mixture,q4b,food101,alpha=0.8,lcd,600,0.7392,-0.1552,,,-0.0397
mixture,q4b,food101,alpha=0.9,vcd,600,0.8114,-0.204,,,-0.1266
mixture,q4b,food101,alpha=0.9,mib,600,0.8114,-0.204,,,-0.0052
mixture,q4b,food101,alpha=0.9,lcd,600,0.8114,-0.204,,,-0.1082
mixture,q4b,food101,alpha=1.0,vcd,600,0.8817,-0.2512,,,-0.1808
mixture,q4b,food101,alpha=1.0,mib,600,0.8817,-0.2512,,,-0.0141
mixture,q4b,food101,alpha=1.0,lcd,600,0.8817,-0.2512,,,-0.1672
class,q9b,food101,apple_pie,vcd,24,0.6667,-0.2185,0.31,0.2831,-0.0269
class,q9b,food101,baby_back_ribs,vcd,24,0.4583,-0.1034,0.2473,0.2938,0.0465
class,q9b,food101,baklava,vcd,24,0.875,-0.0937,0.1193,0.087,-0.0324
class,q9b,food101,beef_carpaccio,vcd,24,0.0833,0.2412,0.2734,0.536,0.2626
class,q9b,food101,beef_tartare,vcd,24,0.125,0.1143,0.1182,0.4983,0.3802
class,q9b,food101,beet_salad,vcd,24,0.9167,-0.2166,0.2396,0.0793,-0.1603
class,q9b,food101,beignets,vcd,24,0.625,-0.283,0.3258,0.2316,-0.0942
class,q9b,food101,bibimbap,vcd,24,0.5417,-0.2119,0.2517,0.2849,0.0333
class,q9b,food101,bread_pudding,vcd,24,0.5833,-0.1742,0.2752,0.2789,0.0038
class,q9b,food101,breakfast_burrito,vcd,24,0.875,-0.2933,0.2933,0.3679,0.0746
class,q9b,food101,bruschetta,vcd,24,0.7083,-0.3081,0.3081,0.1907,-0.1174
class,q9b,food101,caesar_salad,vcd,24,0.9583,-0.1862,0.1925,0.0868,-0.1056
class,q9b,food101,cannoli,vcd,24,0.6667,-0.3002,0.3002,0.4479,0.1477
class,q9b,food101,caprese_salad,vcd,24,0.75,-0.2179,0.4326,0.1157,-0.3169
class,q9b,food101,carrot_cake,vcd,24,0.9167,-0.3826,0.4037,0.128,-0.2757
class,q9b,food101,ceviche,vcd,24,0.1667,0.1967,0.1967,0.5289,0.3322
class,q9b,food101,cheese_plate,vcd,24,0.6667,-0.0688,0.2351,0.069,-0.1661
class,q9b,food101,cheesecake,vcd,24,0.7917,-0.1909,0.2819,0.2514,-0.0306
class,q9b,food101,chicken_curry,vcd,24,0.7917,-0.3171,0.3276,0.1316,-0.196
class,q9b,food101,chicken_quesadilla,vcd,24,0.9583,-0.2974,0.2974,0.0443,-0.2531
class,q9b,food101,chicken_wings,vcd,24,0.9583,-0.5965,0.6505,0.1816,-0.4689
class,q9b,food101,chocolate_cake,vcd,24,0.7917,-0.1493,0.2111,0.2038,-0.0073
class,q9b,food101,chocolate_mousse,vcd,24,0.75,-0.2842,0.3533,0.1415,-0.2118
class,q9b,food101,churros,vcd,24,0.7083,0.0133,0.1587,0.2413,0.0826
class,q9b,food101,clam_chowder,vcd,24,0.9167,-0.2878,0.3163,0.0794,-0.237
class,q9b,food101,club_sandwich,vcd,24,0.9167,-0.2323,0.2323,0.1669,-0.0654
class,q9b,food101,crab_cakes,vcd,24,0.3333,-0.0731,0.17,0.2766,0.1065
class,q9b,food101,creme_brulee,vcd,24,0.0833,0.3238,0.3238,0.74,0.4161
class,q9b,food101,croque_madame,vcd,24,0.0,0.3147,0.3147,0.6915,0.3768
class,q9b,food101,cup_cakes,vcd,24,0.0,0.9042,0.9042,0.9962,0.0919
class,q9b,food101,deviled_eggs,vcd,24,1.0,-0.3797,0.3797,0.2488,-0.1309
class,q9b,food101,donuts,vcd,24,1.0,-0.4343,0.4343,0.1112,-0.3231
class,q9b,food101,dumplings,vcd,24,0.625,-0.3235,0.3235,0.4892,0.1657
class,q9b,food101,edamame,vcd,24,0.9583,-0.2353,0.2353,0.0502,-0.185
class,q9b,food101,eggs_benedict,vcd,24,0.5833,-0.2627,0.3323,0.2462,-0.0861
class,q9b,food101,escargots,vcd,24,0.25,0.1162,0.2059,0.5267,0.3207
class,q9b,food101,falafel,vcd,24,0.75,-0.0866,0.1596,0.1926,0.033
class,q9b,food101,filet_mignon,vcd,24,0.0,0.4007,0.4007,0.7965,0.3958
class,q9b,food101,fish_and_chips,vcd,24,0.8333,-0.3485,0.376,0.1767,-0.1993
class,q9b,food101,foie_gras,vcd,24,0.0,0.3132,0.3132,0.6991,0.3859
class,q9b,food101,french_fries,vcd,24,0.9583,-0.2744,0.3057,0.0557,-0.2499
class,q9b,food101,french_onion_soup,vcd,24,0.875,-0.354,0.354,0.104,-0.25
class,q9b,food101,french_toast,vcd,24,0.7917,-0.3197,0.4053,0.1657,-0.2396
class,q9b,food101,fried_calamari,vcd,24,0.7917,-0.4024,0.4595,0.1358,-0.3237
class,q9b,food101,fried_rice,vcd,24,0.9583,-0.43,0.43,0.0814,-0.3485
class,q9b,food101,frozen_yogurt,vcd,24,0.375,-0.0032,0.1422,0.6234,0.4811
class,q9b,food101,garlic_bread,vcd,24,0.7083,-0.2139,0.2817,0.3838,0.102
class,q9b,food101,gnocchi,vcd,24,0.5417,-0.1095,0.1539,0.2563,0.1024
class,q9b,food101,greek_salad,vcd,24,0.9583,-0.1745,0.1833,0.0616,-0.1217
class,q9b,food101,grilled_cheese_sandwich,vcd,24,0.875,-0.3794,0.3794,0.3089,-0.0705
class,q9b,food101,grilled_salmon,vcd,24,0.3333,0.0668,0.1064,0.4136,0.3072
class,q9b,food101,guacamole,vcd,24,0.75,-0.1921,0.2321,0.1189,-0.1132
class,q9b,food101,gyoza,vcd,24,0.625,-0.2615,0.4584,0.1735,-0.2849
class,q9b,food101,hamburger,vcd,24,0.8333,-0.4597,0.4756,0.0602,-0.4154
class,q9b,food101,hot_and_sour_soup,vcd,24,0.9583,-0.2552,0.2814,0.0545,-0.227
class,q9b,food101,hot_dog,vcd,24,0.875,-0.2813,0.2948,0.1253,-0.1695
class,q9b,food101,huevos_rancheros,vcd,24,0.0,0.3725,0.3725,0.7323,0.3597
class,q9b,food101,hummus,vcd,24,0.75,-0.3803,0.3803,0.2639,-0.1163
class,q9b,food101,ice_cream,vcd,24,0.8333,-0.2916,0.3046,0.2049,-0.0997
class,q9b,food101,lasagna,vcd,24,0.75,-0.2816,0.2894,0.1611,-0.1284
class,q9b,food101,lobster_bisque,vcd,24,1.0,-0.2542,0.2542,0.0456,-0.2085
class,q9b,food101,lobster_roll_sandwich,vcd,24,0.8333,-0.2731,0.2731,0.116,-0.1572
class,q9b,food101,macaroni_and_cheese,vcd,24,0.875,-0.2371,0.3319,0.1911,-0.1407
class,q9b,food101,macarons,vcd,24,0.7083,0.0928,0.145,0.2232,0.0782
class,q9b,food101,miso_soup,vcd,24,0.9167,-0.4494,0.4494,0.0611,-0.3883
class,q9b,food101,mussels,vcd,24,1.0,-0.3029,0.3029,0.2168,-0.0861
class,q9b,food101,nachos,vcd,24,0.875,-0.4669,0.4669,0.2019,-0.265
class,q9b,food101,omelette,vcd,24,0.7083,-0.1941,0.2168,0.1544,-0.0624
class,q9b,food101,onion_rings,vcd,24,0.9583,-0.375,0.375,0.428,0.053
class,q9b,food101,oysters,vcd,24,0.9167,-0.2319,0.2596,0.0646,-0.195
class,q9b,food101,pad_thai,vcd,24,0.5417,-0.2875,0.3289,0.1747,-0.1541
class,q9b,food101,paella,vcd,24,0.7083,-0.2715,0.3017,0.0804,-0.2213
class,q9b,food101,pancakes,vcd,24,0.9583,-0.2474,0.2885,0.0901,-0.1983
class,q9b,food101,panna_cotta,vcd,24,0.0,0.5239,0.5239,0.8786,0.3547
class,q9b,food101,peking_duck,vcd,24,0.6667,-0.3009,0.3656,0.1907,-0.1749
class,q9b,food101,pho,vcd,24,0.0833,0.2757,0.3287,0.8831,0.5544
class,q9b,food101,pizza,vcd,24,0.9583,-0.1532,0.1819,0.051,-0.1309
class,q9b,food101,pork_chop,vcd,24,0.2917,0.0535,0.1466,0.5864,0.4398
class,q9b,food101,poutine,vcd,24,0.5417,-0.0897,0.1582,0.4896,0.3313
class,q9b,food101,prime_rib,vcd,24,0.0,0.4229,0.4229,0.815,0.3922
class,q9b,food101,pulled_pork_sandwich,vcd,24,0.8333,-0.3351,0.3351,0.3966,0.0615
class,q9b,food101,ramen,vcd,24,0.625,-0.329,0.382,0.2753,-0.1067
class,q9b,food101,ravioli,vcd,24,0.7917,-0.4072,0.4219,0.1894,-0.2325
class,q9b,food101,red_velvet_cake,vcd,24,0.7917,-0.0485,0.3036,0.2471,-0.0565
class,q9b,food101,risotto,vcd,24,0.5833,-0.2399,0.4136,0.1907,-0.2229
class,q9b,food101,samosa,vcd,24,0.7917,-0.4063,0.4063,0.291,-0.1153
class,q9b,food101,sashimi,vcd,24,0.4167,0.0767,0.2792,0.2444,-0.0348
class,q9b,food101,scallops,vcd,24,0.2917,-0.0113,0.062,0.2762,0.2143
class,q9b,food101,seaweed_salad,vcd,24,1.0,-0.5468,0.5468,0.197,-0.3498
class,q9b,food101,shrimp_and_grits,vcd,24,0.625,-0.2332,0.3458,0.2383,-0.1075
class,q9b,food101,spaghetti_bolognese,vcd,24,0.9167,-0.4461,0.5384,0.2742,-0.2643
class,q9b,food101,spaghetti_carbonara,vcd,24,1.0,-0.4014,0.4014,0.2409,-0.1605
class,q9b,food101,spring_rolls,vcd,24,0.9583,-0.4278,0.4278,0.205,-0.2229
class,q9b,food101,steak,vcd,24,0.5,-0.0193,0.2355,0.3326,0.0972
class,q9b,food101,strawberry_shortcake,vcd,24,0.25,0.3433,0.3692,0.6556,0.2864
class,q9b,food101,sushi,vcd,24,0.9583,-0.3475,0.3612,0.3246,-0.0366
class,q9b,food101,tacos,vcd,24,0.875,-0.2676,0.3298,0.1946,-0.1352
class,q9b,food101,takoyaki,vcd,24,0.625,-0.2194,0.2315,0.3743,0.1428
class,q9b,food101,tiramisu,vcd,24,0.8333,-0.3691,0.3864,0.0501,-0.3363
class,q9b,food101,tuna_tartare,vcd,24,0.25,-0.0081,0.172,0.6382,0.4662
class,q9b,food101,waffles,vcd,24,0.9167,-0.2688,0.343,0.1475,-0.1955
class,q9b,food101,apple_pie,mib,24,0.6667,-0.2185,0.31,0.1772,-0.1328
class,q9b,food101,baby_back_ribs,mib,24,0.4583,-0.1034,0.2473,0.1338,-0.1135
class,q9b,food101,baklava,mib,24,0.875,-0.0937,0.1193,0.036,-0.0833
class,q9b,food101,beef_carpaccio,mib,24,0.0833,0.2412,0.2734,0.3242,0.0508
class,q9b,food101,beef_tartare,mib,24,0.125,0.1143,0.1182,0.291,0.1729
class,q9b,food101,beet_salad,mib,24,0.9167,-0.2166,0.2396,0.3466,0.107
class,q9b,food101,beignets,mib,24,0.625,-0.283,0.3258,0.1958,-0.13
class,q9b,food101,bibimbap,mib,24,0.5417,-0.2119,0.2517,0.2797,0.028
class,q9b,food101,bread_pudding,mib,24,0.5833,-0.1742,0.2752,0.3564,0.0813
class,q9b,food101,breakfast_burrito,mib,24,0.875,-0.2933,0.2933,0.2734,-0.0199
class,q9b,food101,bruschetta,mib,24,0.7083,-0.3081,0.3081,0.2362,-0.0719
class,q9b,food101,caesar_salad,mib,24,0.9583,-0.1862,0.1925,0.2836,0.0911
class,q9b,food101,cannoli,mib,24,0.6667,-0.3002,0.3002,0.3552,0.055
class,q9b,food101,caprese_salad,mib,24,0.75,-0.2179,0.4326,0.2474,-0.1852
class,q9b,food101,carrot_cake,mib,24,0.9167,-0.3826,0.4037,0.3327,-0.0711
class,q9b,food101,ceviche,mib,24,0.1667,0.1967,0.1967,0.3117,0.115
class,q9b,food101,cheese_plate,mib,24,0.6667,-0.0688,0.2351,0.2806,0.0456
class,q9b,food101,cheesecake,mib,24,0.7917,-0.1909,0.2819,0.2011,-0.0808
class,q9b,food101,chicken_curry,mib,24,0.7917,-0.3171,0.3276,0.2601,-0.0675
class,q9b,food101,chicken_quesadilla,mib,24,0.9583,-0.2974,0.2974,0.1571,-0.1404
class,q9b,food101,chicken_wings,mib,24,0.9583,-0.5965,0.6505,0.4577,-0.1928
class,q9b,food101,chocolate_cake,mib,24,0.7917,-0.1493,0.2111,0.3356,0.1244
class,q9b,food101,chocolate_mousse,mib,24,0.75,-0.2842,0.3533,0.1728,-0.1805
class,q9b,food101,churros,mib,24,0.7083,0.0133,0.1587,0.202,0.0433
class,q9b,food101,clam_chowder,mib,24,0.9167,-0.2878,0.3163,0.2519,-0.0644
class,q9b,food101,club_sandwich,mib,24,0.9167,-0.2323,0.2323,0.261,0.0287
class,q9b,food101,crab_cakes,mib,24,0.3333,-0.0731,0.17,0.1984,0.0284
class,q9b,food101,creme_brulee,mib,24,0.0833,0.3238,0.3238,0.5127,0.1889
class,q9b,food101,croque_madame,mib,24,0.0,0.3147,0.3147,0.4554,0.1406
class,q9b,food101,cup_cakes,mib,24,0.0,0.9042,0.9042,0.9055,0.0013
class,q9b,food101,deviled_eggs,mib,24,1.0,-0.3797,0.3797,0.3375,-0.0422
class,q9b,food101,donuts,mib,24,1.0,-0.4343,0.4343,0.4394,0.0051
class,q9b,food101,dumplings,mib,24,0.625,-0.3235,0.3235,0.2908,-0.0327
class,q9b,food101,edamame,mib,24,0.9583,-0.2353,0.2353,0.2433,0.0081
class,q9b,food101,eggs_benedict,mib,24,0.5833,-0.2627,0.3323,0.2568,-0.0756
class,q9b,food101,escargots,mib,24,0.25,0.1162,0.2059,0.1741,-0.0318
class,q9b,food101,falafel,mib,24,0.75,-0.0866,0.1596,0.1448,-0.0147
class,q9b,food101,filet_mignon,mib,24,0.0,0.4007,0.4007,0.4119,0.0112
class,q9b,food101,fish_and_chips,mib,24,0.8333,-0.3485,0.376,0.2796,-0.0963
class,q9b,food101,foie_gras,mib,24,0.0,0.3132,0.3132,0.2995,-0.0137
class,q9b,food101,french_fries,mib,24,0.9583,-0.2744,0.3057,0.3836,0.0779
class,q9b,food101,french_onion_soup,mib,24,0.875,-0.354,0.354,0.2894,-0.0646
class,q9b,food101,french_toast,mib,24,0.7917,-0.3197,0.4053,0.1791,-0.2261
class,q9b,food101,fried_calamari,mib,24,0.7917,-0.4024,0.4595,0.4496,-0.0099
class,q9b,food101,fried_rice,mib,24,0.9583,-0.43,0.43,0.3603,-0.0696
class,q9b,food101,frozen_yogurt,mib,24,0.375,-0.0032,0.1422,0.1978,0.0556
class,q9b,food101,garlic_bread,mib,24,0.7083,-0.2139,0.2817,0.2149,-0.0668
class,q9b,food101,gnocchi,mib,24,0.5417,-0.1095,0.1539,0.1775,0.0237
class,q9b,food101,greek_salad,mib,24,0.9583,-0.1745,0.1833,0.3762,0.1929
class,q9b,food101,grilled_cheese_sandwich,mib,24,0.875,-0.3794,0.3794,0.2589,-0.1205
class,q9b,food101,grilled_salmon,mib,24,0.3333,0.0668,0.1064,0.2343,0.1279
class,q9b,food101,guacamole,mib,24,0.75,-0.1921,0.2321,0.1808,-0.0513
class,q9b,food101,gyoza,mib,24,0.625,-0.2615,0.4584,0.2118,-0.2466
class,q9b,food101,hamburger,mib,24,0.8333,-0.4597,0.4756,0.2562,-0.2194
class,q9b,food101,hot_and_sour_soup,mib,24,0.9583,-0.2552,0.2814,0.3482,0.0668
class,q9b,food101,hot_dog,mib,24,0.875,-0.2813,0.2948,0.2232,-0.0716
class,q9b,food101,huevos_rancheros,mib,24,0.0,0.3725,0.3725,0.4875,0.115
class,q9b,food101,hummus,mib,24,0.75,-0.3803,0.3803,0.4477,0.0674
class,q9b,food101,ice_cream,mib,24,0.8333,-0.2916,0.3046,0.315,0.0104
class,q9b,food101,lasagna,mib,24,0.75,-0.2816,0.2894,0.2471,-0.0423
class,q9b,food101,lobster_bisque,mib,24,1.0,-0.2542,0.2542,0.2516,-0.0025
class,q9b,food101,lobster_roll_sandwich,mib,24,0.8333,-0.2731,0.2731,0.0923,-0.1808
class,q9b,food101,macaroni_and_cheese,mib,24,0.875,-0.2371,0.3319,0.2959,-0.036
class,q9b,food101,macarons,mib,24,0.7083,0.0928,0.145,0.4425,0.2975
class,q9b,food101,miso_soup,mib,24,0.9167,-0.4494,0.4494,0.1999,-0.2495
class,q9b,food101,mussels,mib,24,1.0,-0.3029,0.3029,0.3524,0.0495
class,q9b,food101,nachos,mib,24,0.875,-0.4669,0.4669,0.384,-0.0829
class,q9b,food101,omelette,mib,24,0.7083,-0.1941,0.2168,0.2248,0.0079
class,q9b,food101,onion_rings,mib,24,0.9583,-0.375,0.375,0.3008,-0.0742
class,q9b,food101,oysters,mib,24,0.9167,-0.2319,0.2596,0.2234,-0.0362
class,q9b,food101,pad_thai,mib,24,0.5417,-0.2875,0.3289,0.2295,-0.0993
class,q9b,food101,paella,mib,24,0.7083,-0.2715,0.3017,0.3225,0.0208
class,q9b,food101,pancakes,mib,24,0.9583,-0.2474,0.2885,0.2028,-0.0856
class,q9b,food101,panna_cotta,mib,24,0.0,0.5239,0.5239,0.6557,0.1318
class,q9b,food101,peking_duck,mib,24,0.6667,-0.3009,0.3656,0.1698,-0.1958
class,q9b,food101,pho,mib,24,0.0833,0.2757,0.3287,0.1491,-0.1796
class,q9b,food101,pizza,mib,24,0.9583,-0.1532,0.1819,0.2393,0.0574
class,q9b,food101,pork_chop,mib,24,0.2917,0.0535,0.1466,0.2726,0.126
class,q9b,food101,poutine,mib,24,0.5417,-0.0897,0.1582,0.143,-0.0152
class,q9b,food101,prime_rib,mib,24,0.0,0.4229,0.4229,0.3947,-0.0282
class,q9b,food101,pulled_pork_sandwich,mib,24,0.8333,-0.3351,0.3351,0.3339,-0.0012
class,q9b,food101,ramen,mib,24,0.625,-0.329,0.382,0.4009,0.0189
class,q9b,food101,ravioli,mib,24,0.7917,-0.4072,0.4219,0.1667,-0.2552
class,q9b,food101,red_velvet_cake,mib,24,0.7917,-0.0485,0.3036,0.4193,0.1157
class,q9b,food101,risotto,mib,24,0.5833,-0.2399,0.4136,0.2235,-0.1901
class,q9b,food101,samosa,mib,24,0.7917,-0.4063,0.4063,0.3194,-0.0869
class,q9b,food101,sashimi,mib,24,0.4167,0.0767,0.2792,0.2506,-0.0285
class,q9b,food101,scallops,mib,24,0.2917,-0.0113,0.062,0.268,0.206
class,q9b,food101,seaweed_salad,mib,24,1.0,-0.5468,0.5468,0.3483,-0.1985
class,q9b,food101,shrimp_and_grits,mib,24,0.625,-0.2332,0.3458,0.3059,-0.0398
class,q9b,food101,spaghetti_bolognese,mib,24,0.9167,-0.4461,0.5384,0.4058,-0.1327
class,q9b,food101,spaghetti_carbonara,mib,24,1.0,-0.4014,0.4014,0.3911,-0.0104
class,q9b,food101,spring_rolls,mib,24,0.9583,-0.4278,0.4278,0.368,-0.0598
class,q9b,food101,steak,mib,24,0.5,-0.0193,0.2355,0.316,0.0805
class,q9b,food101,strawberry_shortcake,mib,24,0.25,0.3433,0.3692,0.3069,-0.0623
class,q9b,food101,sushi,mib,24,0.9583,-0.3475,0.3612,0.2947,-0.0666
class,q9b,food101,tacos,mib,24,0.875,-0.2676,0.3298,0.2973,-0.0325
class,q9b,food101,takoyaki,mib,24,0.625,-0.2194,0.2315,0.2804,0.0489
class,q9b,food101,tiramisu,mib,24,0.8333,-0.3691,0.3864,0.2976,-0.0888
class,q9b,food101,tuna_tartare,mib,24,0.25,-0.0081,0.172,0.2145,0.0425
class,q9b,food101,waffles,mib,24,0.9167,-0.2688,0.343,0.17,-0.1729
class,q9b,food101,apple_pie,lcd,24,0.6667,-0.2185,0.31,0.264,-0.046
class,q9b,food101,baby_back_ribs,lcd,24,0.4583,-0.1034,0.2473,0.2414,-0.0059
class,q9b,food101,baklava,lcd,24,0.875,-0.0937,0.1193,0.1665,0.0471
class,q9b,food101,beef_carpaccio,lcd,24,0.0833,0.2412,0.2734,0.4183,0.1449
class,q9b,food101,beef_tartare,lcd,24,0.125,0.1143,0.1182,0.444,0.3258
class,q9b,food101,beet_salad,lcd,24,0.9167,-0.2166,0.2396,0.238,-0.0016
class,q9b,food101,beignets,lcd,24,0.625,-0.283,0.3258,0.1006,-0.2253
class,q9b,food101,bibimbap,lcd,24,0.5417,-0.2119,0.2517,0.4612,0.2096
class,q9b,food101,bread_pudding,lcd,24,0.5833,-0.1742,0.2752,0.2278,-0.0474
class,q9b,food101,breakfast_burrito,lcd,24,0.875,-0.2933,0.2933,0.1468,-0.1465
class,q9b,food101,bruschetta,lcd,24,0.7083,-0.3081,0.3081,0.1946,-0.1135
class,q9b,food101,caesar_salad,lcd,24,0.9583,-0.1862,0.1925,0.0723,-0.1202
class,q9b,food101,cannoli,lcd,24,0.6667,-0.3002,0.3002,0.2771,-0.0231
class,q9b,food101,caprese_salad,lcd,24,0.75,-0.2179,0.4326,0.4345,0.0019
class,q9b,food101,carrot_cake,lcd,24,0.9167,-0.3826,0.4037,0.2987,-0.105
class,q9b,food101,ceviche,lcd,24,0.1667,0.1967,0.1967,0.4695,0.2728
class,q9b,food101,cheese_plate,lcd,24,0.6667,-0.0688,0.2351,0.2967,0.0616
class,q9b,food101,cheesecake,lcd,24,0.7917,-0.1909,0.2819,0.1619,-0.12
class,q9b,food101,chicken_curry,lcd,24,0.7917,-0.3171,0.3276,0.2691,-0.0585
class,q9b,food101,chicken_quesadilla,lcd,24,0.9583,-0.2974,0.2974,0.3296,0.0322
class,q9b,food101,chicken_wings,lcd,24,0.9583,-0.5965,0.6505,0.332,-0.3184
class,q9b,food101,chocolate_cake,lcd,24,0.7917,-0.1493,0.2111,0.3795,0.1684
class,q9b,food101,chocolate_mousse,lcd,24,0.75,-0.2842,0.3533,0.0754,-0.2779
class,q9b,food101,churros,lcd,24,0.7083,0.0133,0.1587,0.5761,0.4174
class,q9b,food101,clam_chowder,lcd,24,0.9167,-0.2878,0.3163,0.379,0.0627
class,q9b,food101,club_sandwich,lcd,24,0.9167,-0.2323,0.2323,0.2378,0.0055
class,q9b,food101,crab_cakes,lcd,24,0.3333,-0.0731,0.17,0.2248,0.0547
